,cid,uniprot_id,tag,type,label,pdb_id
41040,69314245,P30530,train,-,0,5u6bD
17349,9550625,Q92731,train,-,0,1qkmA
48831,52933061,P07333,train,-,1,4liqE
26219,9841032,P46098,train,-,1,4pirE
6277,1316586,Q9GZR1,train,-,0,3eayA
5205,22063973,Q16539,train,-,1,3mptA
6596,3149444,Q9GZR1,train,-,0,3eayA
10321,5330160,P12931,dev,-,0,2h8hA
20644,90644214,P06730,train,-,0,5t46C
54769,46902254,P78536,test,unseen,0,3g42D
31111,6539500,P49841,train,-,1,4iq6B
17981,5340764,P51843,train,-,0,3f5cC
2749,2868734,P35236,train,-,0,1zc0A
43085,5238184,O95749,train,-,0,2q80F
12097,10371334,P24557,train,-,1,5vcgA
32312,57334144,P25774,train,-,1,2c0yA
55123,71233737,P43405,dev,-,1,4fl2A
32132,1519739,P25774,train,-,0,2c0yA
37977,59493194,Q15119,train,-,1,5j71A
43179,117094786,P08581,train,-,1,2uzyD
13427,58299639,P11802,train,-,1,3g33C
25901,124081233,P04049,train,-,1,3omvB
38792,580038,P30305,train,-,0,1qb0A
7214,1232518,Q9Y4P1,train,-,0,2d1iB
9094,59673987,P35968,train,-,1,3v2aR
41028,68005486,P21802,test,seen,1,2psqB
19893,11404410,Q9GZU7,dev,-,0,1ta0A
3114,1265108,P03951,train,-,0,2f83A
11230,91895804,Q86TI2,train,-,0,6eorD
16629,11664426,O14757,train,-,1,3tkiA
8715,23644876,P35968,train,-,0,3v2aR
26301,1111773,Q9Y239,train,-,0,4e9mF
29436,66553158,P17948,train,-,1,5t89Y
36972,89939561,P00797,train,-,1,4amtA
26209,44360732,P46098,train,-,1,4pirE
46411,86292781,P25440,train,-,1,4uygF
8765,5329243,P35968,train,-,0,3v2aR
12642,689156,P34949,train,-,0,5nw7A
1637,10786954,P23219,train,-,0,1eqhB
28145,68078742,Q96GD4,train,-,1,4af3A
52217,53246812,Q15349,train,-,1,3g51A
7085,70794040,O60563,train,-,1,3tniB
14339,44224104,P22303,train,-,1,4bdtA
178,58522562,Q05397,train,-,1,2j0jA
32185,67496823,P25774,train,-,1,2c0yA
46194,57407068,P33981,train,-,1,2zmcA
41915,74944887,Q07343,train,-,1,4x0fB
52847,71682213,Q9UBF8,train,-,1,4d0mg
51332,156422,O60285,train,-,0,5es1A
28769,89622234,P11362,train,-,1,1evtD
3830,78321991,P56817,train,-,1,6ej3A
28579,5328497,P11362,train,-,0,1evtD
27064,10673969,P24530,train,-,0,5xprA
3923,25190496,P56817,train,-,1,6ej3A
55316,71241898,P43405,dev,-,1,4fl2A
44623,126941,P31939,train,-,0,1pl0D
15336,121595865,Q8NET8,train,-,0,5is0E
56528,67201175,P10635,test,unseen,0,5tfuD
36133,86346127,Q9Y233,train,-,1,4dffB
31514,2399900,Q07820,train,-,0,2kbwA
24997,122172783,P27338,train,-,1,2c75B
29666,68181936,O00408,train,-,1,3ibjB
8630,91970651,O43189,train,-,0,5xfpE
42850,14970537,Q99720,train,-,1,5hk2C
25751,71586275,O15151,train,-,0,4rxzB
34134,118045838,P28482,train,-,1,4qpaB
10391,10043994,P12931,test,seen,0,2h8hA
37912,59492869,Q15119,train,-,1,5j71A
17935,695204,P51843,train,-,0,3f5cC
50949,117793189,Q9HBH9,train,-,1,2ac3A
28514,2999946,Q96SD1,train,-,0,5ahoA
13232,68261178,P11802,train,-,1,3g33C
20627,10482293,P17612,train,-,1,4ae9B
30997,121486674,P49841,train,-,0,4iq6B
17965,2958562,P51843,train,-,0,3f5cC
23567,44263427,P37231,train,-,0,3e00D
20643,90644223,P06730,train,-,0,5t46C
44896,20793914,P05556,train,-,1,4wk4B
35770,58546944,Q9Y233,train,-,1,4dffB
46354,46830247,O60341,dev,-,1,3zmvA
51981,89726364,P49682,dev,-,1,2lnlA
35482,59326806,Q9Y233,train,-,1,4dffB
33932,92044752,P28482,train,-,1,4qpaB
14702,10783444,P09619,train,-,0,3mjgY
54779,663584,P78536,test,unseen,0,3g42D
14880,11626920,P09619,train,-,1,3mjgY
49010,18451073,P07333,dev,-,1,4liqE
17572,89721929,P27986,train,-,0,5m6uB
15997,6492412,P51452,train,-,0,1vhrB
32683,10530612,P49354,dev,-,1,3e37A
5364,70350985,Q16539,train,-,1,3mptA
23020,86766975,Q00987,train,-,1,4xxbB
33990,92044590,P28482,train,-,1,4qpaB
40106,24964624,P31751,train,-,1,5kcvA
28365,3759,O15527,train,-,0,1ko9A
40712,71280774,P10721,train,-,1,2ec8A
5195,76192152,Q16539,train,-,1,3mptA
47761,16105515,Q16584,train,-,0,4uyaA
51789,117739110,P49682,train,-,1,2lnlA
15699,1474810,P31941,train,-,0,2m65A
38270,67476271,O15530,train,-,1,1uu8A
2171,10067698,P24941,train,-,1,5lmkA
20668,87278583,P06730,train,-,0,5t46C
38139,1820,O15530,train,-,0,1uu8A
51323,9908099,P19793,train,-,1,3e00A
39817,44590208,Q9UQL6,test,seen,0,2vqqB
3333,5758789,Q9UBE0,train,-,0,3kydA
17295,14503206,P00374,train,-,1,1hfqA
52057,118159174,P46095,train,-,1,3v2yA
20148,58315414,P06493,train,-,0,4yc6G
38024,59492825,Q15119,train,-,1,5j71A
2753,3132765,P35236,train,-,0,1zc0A
13092,58299865,P11802,train,-,1,3g33C
14812,11617559,P09619,train,-,0,3mjgY
19776,6008396,Q9GZU7,train,-,0,1ta0A
3445,9114427,Q9UBE0,train,-,0,3kydA
19138,2203266,O14786,train,-,0,4gzaH
39909,23647021,P31751,train,-,0,5kcvA
41747,69670422,Q06187,test,seen,1,4xi2A
35804,44547815,Q9Y233,train,-,1,4dffB
36819,2518725,P21554,train,-,0,5u09A
35849,91799416,Q9Y233,train,-,1,4dffB
7979,5328322,P00533,train,-,1,5xwdA
1942,6539429,P24941,train,-,0,5lmkA
11845,2527747,P11940,train,-,0,1cvjH
55958,71233674,P43405,test,unseen,1,4fl2A
40616,54741405,Q9GZT9,train,-,1,5ox6A
24688,2833933,O95551,train,-,0,5inoB
49581,118206577,Q9NWZ3,train,-,1,4rmzB
52480,58223477,P34998,train,-,1,4z9gC
3060,1903391,P03951,train,-,0,2f83A
37979,59492619,Q15119,train,-,1,5j71A
51038,46932647,P04035,train,-,1,1hwlD
10962,795859,P55055,train,-,0,1upwA
48634,71076935,P31639,train,-,1,2xq2A
42359,89476981,P13866,train,-,1,3dh4D
29203,10105573,P11511,train,-,0,5jl9A
34779,92044811,P28482,test,seen,1,4qpaB
48173,68298779,Q14680,train,-,1,4ixpA
7368,445840,P00533,train,-,0,5xwdA
40231,68172902,P41594,train,-,1,3lmkB
20203,6538905,P06493,train,-,0,4yc6G
10040,5330070,P12931,train,-,1,2h8hA
11705,89654015,Q8NER1,train,-,1,5is0E
54967,44327443,P78536,test,unseen,1,3g42D
15591,2906489,P31941,train,-,0,2m65A
15436,6235585,P41145,train,-,0,6b73B
29632,72103,O00408,train,-,0,3ibjB
48994,52935600,P07333,train,-,1,4liqE
34717,118045847,P28482,dev,-,1,4qpaB
8126,796318,Q06609,train,-,0,5nwlN
24447,67890574,P11309,dev,-,1,4rpvA
16217,6874905,Q07817,train,-,0,1mazA
30025,10340994,P05106,train,-,1,3ijeB
17793,2912777,Q9C000,test,seen,0,4im6A
246,58522608,Q05397,train,-,1,2j0jA
15707,1510379,P31941,train,-,0,2m65A
33022,86301137,P52333,train,-,1,3lxlA
35737,54759738,Q9Y233,train,-,1,4dffB
16644,54596417,O14757,train,-,1,3tkiA
42563,124201803,P13866,train,-,1,3dh4D
41678,71008470,Q06187,train,-,1,4xi2A
34339,118380804,P28482,train,-,1,4qpaB
27780,17478513,P42224,train,-,0,1yvlB
51753,91669270,Q13555,train,-,1,5u6yL
15876,24980893,P31941,dev,-,0,2m65A
46440,91826317,P25440,dev,-,1,4uygF
36521,58072466,Q9Y233,test,seen,1,4dffB
44356,969516,P37058,train,-,0,5gt9B
34579,118369901,P28482,train,-,1,4qpaB
52355,44335356,P30518,train,-,1,2jx4A
3026,545021,P03951,train,-,0,2f83A
10870,57406856,P07900,train,-,1,5fwpB
50604,68161672,P22607,test,seen,1,4k33A
25358,23648060,P10275,train,-,1,5cj6A
12404,8271970,Q15788,dev,-,0,5nwxA
13412,58299684,P11802,train,-,1,3g33C
29990,91931227,P05106,train,-,1,3ijeB
51039,56947035,P04035,train,-,1,1hwlD
54222,46869951,P11712,dev,-,0,5x23A
25083,52933790,P05177,train,-,0,2hi4A
35394,58547213,Q9Y233,train,-,1,4dffB
48772,49846152,P31639,test,seen,1,2xq2A
11097,2613788,P55055,train,-,0,1upwA
1387,21948499,P23219,train,-,0,1eqhB
9339,10166498,P35968,train,-,1,3v2aR
44697,68661085,P31645,train,-,1,5i6zA
48045,89753937,Q14680,train,-,1,4ixpA
45615,25024685,Q16769,train,-,0,4ywyC
29833,156422,Q9Y243,train,-,0,3o96A
46883,90411958,P50750,train,-,1,4ec9A
40048,46869145,P31751,train,-,1,5kcvA
8083,90645194,P00533,test,seen,0,5xwdA
8262,44384345,O76074,train,-,0,3bjcA
25791,10650576,P49356,train,-,0,3e37B
54600,833787,P78536,dev,-,0,3g42D
38189,54672790,O15530,train,-,1,1uu8A
35505,67257519,Q9Y233,train,-,1,4dffB
37498,29559943,P13716,train,-,0,1pv8B
25368,9948659,P10275,train,-,1,5cj6A
35771,67257360,Q9Y233,train,-,1,4dffB
24741,2547981,O95551,train,-,0,5inoB
54781,5018698,P78536,test,unseen,0,3g42D
39642,77935583,Q15910,train,-,1,6c24C
29593,21992630,P36897,train,-,1,3kcfE
19102,735018,O14786,train,-,0,4gzaH
35310,54760280,Q9Y233,train,-,1,4dffB
28651,5328512,P11362,train,-,0,1evtD
39222,60207675,O15379,train,-,1,4a69B
40948,66554542,P21802,train,-,1,2psqB
40172,44329031,P41594,train,-,0,3lmkB
1410,23225437,P23219,train,-,0,1eqhB
52870,10453611,Q9Y463,train,-,1,5a54D
49714,11452716,Q13443,train,-,1,2dw2B
2959,3125599,P35236,dev,-,0,1zc0A
19882,44202232,Q9GZU7,train,-,0,1ta0A
36595,21270125,P16050,train,-,0,2p0mB
6777,70793987,O60563,train,-,1,3tniB
31607,24761805,Q07820,dev,-,0,2kbwA
6432,969593,Q9GZR1,train,-,0,3eayA
11314,23645582,Q86TI2,train,-,0,6eorD
39154,118009819,Q16620,train,-,1,5mo9X
49180,56646548,Q9NWZ3,train,-,1,4rmzB
55046,44188018,P43405,dev,-,1,4fl2A
13959,755339,Q9HC16,train,-,0,2mzzA
51920,117739723,P49682,train,-,1,2lnlA
5384,54766344,Q16539,train,-,1,3mptA
19796,2956806,Q9GZU7,train,-,0,1ta0A
39389,11586583,P45984,test,seen,0,3npcB
16902,84972978,P05091,train,-,1,5l13H
32082,2081549,P25774,train,-,0,2c0yA
20234,44818223,P06493,train,-,0,4yc6G
54927,25163202,P78536,test,unseen,0,3g42D
54445,9950475,P78536,dev,-,0,3g42D
36489,74539271,Q9Y233,dev,-,1,4dffB
19403,25068435,O14786,train,-,0,4gzaH
45705,2666601,P34913,train,-,0,6aumA
50951,58413353,Q9HBH9,train,-,1,2ac3A
23564,5082182,P55211,test,seen,0,1jxqD
31985,50942982,P45983,train,-,1,2xs0A
19072,2997875,Q14289,train,-,0,4ekuA
13977,483894,Q9HC16,train,-,0,2mzzA
36458,53328813,Q9Y233,train,-,1,4dffB
10533,8070567,Q9HC29,train,-,0,5irnA
1003,3313214,P14598,train,-,0,1kq6A
1874,95802,P24941,train,-,0,5lmkA
23258,24863584,Q02763,train,-,1,4k0vA
8163,2944333,Q06609,train,-,0,5nwlN
49856,46836277,P15428,train,-,1,2gdzA
35278,66636671,Q9Y233,train,-,1,4dffB
23785,90643649,P22460,train,-,0,2a79B
15538,44269856,P41145,train,-,1,6b73B
3028,2738188,P03951,train,-,0,2f83A
7458,252473,P00533,train,-,0,5xwdA
19143,24817662,O14786,train,-,0,4gzaH
57542,89967563,Q9Y5X9,test,unseen,1,1n8sA
13197,5330296,P11802,train,-,1,3g33C
5049,5281678,Q16539,train,-,0,3mptA
36514,74539336,Q9Y233,test,seen,1,4dffB
9811,11737638,P12931,train,-,0,2h8hA
670,729707,P14598,train,-,0,1kq6A
24194,68108473,P11309,train,-,1,4rpvA
9138,16118323,P35968,train,-,1,3v2aR
23916,2816451,P11309,train,-,0,4rpvA
9728,5327839,P12931,train,-,0,2h8hA
3770,78105082,P56817,train,-,1,6ej3A
23150,86766981,Q00987,test,seen,1,4xxbB
71,54692915,Q05397,train,-,0,2j0jA
22757,86767007,Q00987,train,-,1,4xxbB
56804,10593765,P04626,test,unseen,0,3rcdD
35370,71288502,Q9Y233,train,-,1,4dffB
161,58522549,Q05397,train,-,1,2j0jA
52505,58223507,P34998,train,-,1,4z9gC
11002,42628046,P55055,train,-,0,1upwA
2478,44232697,P24941,train,-,1,5lmkA
46232,91970645,Q12888,dev,-,0,5ecgD
9271,5329426,P35968,train,-,1,3v2aR
23513,774975,P55211,train,-,0,1jxqD
29076,24764449,P11362,dev,-,0,1evtD
55002,24860423,P78536,test,unseen,1,3g42D
19207,91899525,O14786,train,-,0,4gzaH
28726,11485656,P11362,train,-,0,1evtD
10125,59837721,P12931,train,-,1,2h8hA
25190,941361,P05177,train,-,0,2hi4A
9535,9912410,P35968,test,seen,1,3v2aR
56017,86766726,P43405,test,unseen,1,4fl2A
15292,75250775,Q8NET8,train,-,0,5is0E
28275,71678376,Q96GD4,dev,-,1,4af3A
31709,14570891,P09917,train,-,1,3o8yB
22360,3000117,P53779,train,-,0,3ttjA
11104,24818453,P55055,train,-,0,1upwA
34111,118365226,P28482,train,-,1,4qpaB
45290,3246390,Q9NXA8,train,-,0,5bwlA
33486,92044661,P28482,train,-,1,4qpaB
29643,58547863,O00408,train,-,0,3ibjB
49674,16736444,P18858,train,-,1,1x9nA
19382,2960893,O14786,train,-,0,4gzaH
43923,90430579,P53634,train,-,1,4oemA
52891,44364122,P51512,test,seen,1,1rm8A
26491,118009818,P04629,train,-,1,2ifgB
46902,90412130,P50750,train,-,1,4ec9A
34352,89535981,P28482,train,-,1,4qpaB
2006,5330573,P24941,train,-,0,5lmkA
40747,71280926,P10721,train,-,1,2ec8A
37662,89980070,Q13255,train,-,0,3ks9B
30739,89442842,P31749,train,-,1,4ejnA
51104,24881465,Q969S8,train,-,1,5td7A
17598,71667015,P27986,train,-,0,5m6uB
14754,5331087,P09619,train,-,0,3mjgY
55074,71233669,P43405,dev,-,1,4fl2A
13938,6493283,Q9HC16,train,-,0,2mzzA
13452,5330346,P11802,train,-,1,3g33C
10593,44251471,Q9HC29,train,-,0,5irnA
14884,10335969,P09619,train,-,1,3mjgY
26410,90683791,P04629,train,-,1,2ifgB
14724,5329229,P09619,train,-,0,3mjgY
42087,121595874,Q9HBA0,dev,-,0,6bbjD
52199,57397731,Q15349,train,-,1,3g51A
27939,118013307,P48067,train,-,1,4xptA
52673,90656788,Q99538,train,-,1,4fguB
16624,54596980,O14757,train,-,1,3tkiA
38662,90657076,P23946,dev,-,1,1kltA
28636,5328442,P11362,train,-,0,1evtD
3439,1840499,Q9UBE0,train,-,0,3kydA
14303,11455392,P22303,train,-,1,4bdtA
9439,89789766,P35968,dev,-,0,3v2aR
35145,6398883,Q04912,train,-,0,4qt8A
15995,1439496,P51452,train,-,0,1vhrB
49847,46836533,P15428,train,-,1,2gdzA
14368,11432728,P22303,train,-,1,4bdtA
29565,54767418,P36897,train,-,1,3kcfE
28909,5330134,P11362,train,-,1,1evtD
7720,5328787,P00533,train,-,0,5xwdA
10756,79618,P07900,train,-,0,5fwpB
9670,5329183,P12931,train,-,0,2h8hA
20226,5331126,P06493,train,-,0,4yc6G
22899,89601892,Q00987,train,-,1,4xxbB
53386,2999333,O14672,test,unseen,0,6be6D
22245,90644814,P40763,train,-,0,4e68A
50793,117793087,Q9HBH9,train,-,1,2ac3A
33785,92044771,P28482,train,-,1,4qpaB
36664,2448549,O00255,train,-,0,6b41A
47802,10680,Q9NY33,train,-,0,3t6jA
30655,23647434,P31749,train,-,1,4ejnA
30311,71138348,P31749,train,-,1,4ejnA
4912,226199,P05186,train,-,0,4kjgB
50440,59320913,P22607,train,-,1,4k33A
30064,667215,P84022,train,-,0,1khxA
16732,11842834,O14757,train,-,1,3tkiA
24585,86766486,Q06124,test,seen,0,4nwgB
44027,90430846,P53634,train,-,1,4oemA
41149,86716350,Q99572,train,-,1,5u2hB
20783,380856,P06239,train,-,0,2hckB
20613,710947,P17612,train,-,0,4ae9B
56578,46885213,P10635,test,unseen,0,5tfuD
33004,5330286,P52333,train,-,1,3lxlA
3427,987585,Q9UBE0,train,-,0,3kydA
22608,16090437,Q00987,train,-,0,4xxbB
31305,13624,P00749,train,-,0,2vntF
37116,89939525,P00797,train,-,1,4amtA
27996,44465023,P48067,dev,-,0,4xptA
35745,54761910,Q9Y233,train,-,1,4dffB
48820,118009793,P07333,train,-,1,4liqE
22363,23532567,P53779,train,-,0,3ttjA
5078,8515,Q16539,train,-,0,3mptA
3122,3239111,P03951,train,-,0,2f83A
38016,59492521,Q15119,train,-,1,5j71A
20925,10265006,P06239,test,seen,0,2hckB
10333,5328702,P12931,dev,-,0,2h8hA
42433,89476667,P13866,train,-,1,3dh4D
13466,58299921,P11802,train,-,1,3g33C
41756,90656055,Q06187,test,seen,1,4xi2A
46884,86292432,P50750,train,-,1,4ec9A
6294,890322,Q9GZR1,train,-,0,3eayA
13217,53377839,P11802,train,-,1,3g33C
4466,124222807,P56817,test,seen,1,6ej3A
38892,90645227,P20701,train,-,0,5e6uA
20749,6263849,P06239,train,-,0,2hckB
10236,5327918,P12931,train,-,1,2h8hA
35252,53251470,Q9Y233,train,-,1,4dffB
27044,10226215,P24530,train,-,0,5xprA
15112,121595849,Q7Z2W7,train,-,0,6bpqD
23272,10233129,Q02763,dev,-,1,4k0vA
35923,91799534,Q9Y233,train,-,1,4dffB
35814,71538979,Q9Y233,train,-,1,4dffB
31627,4840580,Q07820,test,seen,0,2kbwA
16006,2925154,P51452,train,-,0,1vhrB
27685,91896680,P42224,train,-,0,1yvlB
23308,54582995,Q07869,train,-,0,3e00D
18882,17578479,Q15056,train,-,0,2dngA
3364,1346078,Q9UBE0,train,-,0,3kydA
16188,1078769,Q07817,train,-,0,1mazA
41253,90414160,Q99572,train,-,1,5u2hB
40541,60151825,Q9GZT9,train,-,0,5ox6A
49251,118206892,Q9NWZ3,train,-,1,4rmzB
39296,60207695,O15379,train,-,1,4a69B
49133,117634609,Q9NWZ3,train,-,1,4rmzB
19625,66546703,P36888,train,-,1,3qs9H
14726,5328435,P09619,train,-,0,3mjgY
12050,44295911,P24557,train,-,1,5vcgA
29952,4780,P05106,train,-,0,3ijeB
39955,86766563,P31751,train,-,1,5kcvA
24401,46178531,P11309,train,-,1,4rpvA
54305,90644769,P11712,test,unseen,0,5x23A
31991,23647253,P45983,train,-,1,2xs0A
12287,2225578,Q15788,train,-,0,5nwxA
16013,2238788,P51452,dev,-,0,1vhrB
16968,1329083,Q9Y5X4,train,-,0,4logB
14325,3087086,P22303,train,-,1,4bdtA
47980,66715867,Q14680,train,-,1,4ixpA
35488,58548606,Q9Y233,train,-,1,4dffB
651,2843129,P14598,train,-,0,1kq6A
29188,6539816,P11511,train,-,0,5jl9A
22328,664448,P53779,train,-,0,3ttjA
22782,86766855,Q00987,train,-,1,4xxbB
16421,6538908,Q00535,train,-,0,3o0gB
61,2239071,Q05397,train,-,0,2j0jA
36117,58548298,Q9Y233,train,-,1,4dffB
38501,118005608,Q9UBN7,train,-,1,5g0iB
54676,5755,P78536,dev,-,1,3g42D
15388,68312537,Q8NET8,dev,-,0,5is0E
54622,2850298,P78536,dev,-,0,3g42D
44218,90430382,P53634,dev,-,1,4oemA
35397,58547528,Q9Y233,train,-,1,4dffB
52263,53246815,Q15349,train,-,1,3g51A
18833,6624223,Q15056,train,-,0,2dngA
55670,71233837,P43405,dev,-,1,4fl2A
41906,59190547,Q07343,train,-,1,4x0fB
12248,990978,Q15788,train,-,0,5nwxA
26998,25116189,P04629,test,seen,1,2ifgB
33353,4477,P28482,train,-,0,4qpaB
24796,71506827,P27338,train,-,0,2c75B
3714,118796794,P56817,train,-,0,6ej3A
23476,16745627,P55211,train,-,0,1jxqD
30302,89442959,P31749,train,-,1,4ejnA
22195,11634649,Q14790,train,-,0,4ps1D
15811,660816,P31941,train,-,0,2m65A
7854,5328406,P00533,train,-,1,5xwdA
9489,57339867,P35968,test,seen,0,3v2aR
8251,44383901,O76074,train,-,0,3bjcA
34570,92044838,P28482,train,-,1,4qpaB
45964,122198590,P11388,train,-,0,4fm9A
38221,68211219,O15530,train,-,1,1uu8A
33810,73505442,P28482,train,-,1,4qpaB
1187,6763,Q01970,train,-,0,4gnkD
52663,11751384,Q92847,train,-,1,4xeeA
24989,5302715,P27338,train,-,1,2c75B
42861,55445,Q99720,train,-,1,5hk2C
25294,78319204,P10275,train,-,0,5cj6A
13226,58300132,P11802,train,-,1,3g33C
48910,24783357,P07333,train,-,1,4liqE
9652,6326463,P12931,train,-,0,2h8hA
29186,57340187,P11511,train,-,0,5jl9A
17566,89714748,P27986,train,-,0,5m6uB
12222,13557495,P24557,dev,-,1,5vcgA
15376,68312497,Q8NET8,train,-,0,5is0E
34169,118381299,P28482,train,-,1,4qpaB
50218,50938620,P22607,train,-,1,4k33A
19791,3353638,Q9GZU7,train,-,0,1ta0A
31367,53383348,P41235,train,-,0,4iqrF
10151,73296607,P12931,train,-,1,2h8hA
50059,117793214,Q9BUB5,train,-,1,2hw6B
29334,21976856,P11511,train,-,1,5jl9A
18147,10286,P21397,train,-,0,2bxsB
4803,3957064,P05186,train,-,0,4kjgB
6212,5346668,O00482,train,-,0,3tx7B
41290,86716260,Q99572,train,-,1,5u2hB
5603,805423,Q04637,train,-,0,1ug3B
40556,68297476,Q9GZT9,train,-,0,5ox6A
48100,66715653,Q14680,train,-,1,4ixpA
34935,11473281,Q12809,train,-,0,5va2A
37511,44605035,P16234,train,-,0,3mjgY
10127,5327888,P12931,train,-,1,2h8hA
46975,90412740,P50750,train,-,1,4ec9A
2424,23645070,P24941,train,-,1,5lmkA
39545,10620679,P28335,train,-,0,6bqhA
7041,68405067,O60563,train,-,1,3tniB
2639,59673994,P24941,test,seen,1,5lmkA
45538,91932863,Q02750,train,-,1,5kkrC
13202,58299885,P11802,train,-,1,3g33C
46077,91826359,Q15059,test,seen,1,2yw5A
31414,1093910,Q07820,train,-,0,2kbwA
53525,1305726,P03372,dev,-,0,2ocfA
53893,9912583,P03372,test,unseen,1,2ocfA
30947,6539415,P49841,train,-,0,4iq6B
40425,71273877,Q9Y5Z0,train,-,0,3zlqB
31080,91574694,P49841,train,-,1,4iq6B
10466,11957215,Q9HC29,train,-,0,5irnA
48422,57698249,Q13946,train,-,1,4y2bA
30787,56645596,P31749,dev,-,0,4ejnA
53308,6894189,O14672,test,unseen,0,6be6D
33701,118365404,P28482,train,-,1,4qpaB
6579,91898182,Q9GZR1,train,-,0,3eayA
56614,5312149,P10635,test,unseen,0,5tfuD
43372,50905011,P08581,train,-,1,2uzyD
40619,54746970,Q9GZT9,train,-,1,5ox6A
23284,44447895,Q02763,test,seen,1,4k0vA
40946,68160307,P21802,train,-,1,2psqB
42320,89477064,P13866,train,-,1,3dh4D
8069,14943555,P00533,test,seen,0,5xwdA
40954,50940250,P21802,train,-,1,2psqB
25626,92044285,P10619,train,-,0,4cibA
2931,2999063,P35236,train,-,0,1zc0A
49743,54772206,O00421,train,-,1,5uiwA
56071,71241925,P43405,test,unseen,1,4fl2A
5058,44372477,Q16539,train,-,0,3mptA
27625,1279386,Q15149,train,-,0,5j1iB
27211,1472741,P54760,train,-,0,2hleA
11458,15121194,Q9NXG6,test,seen,0,1h4bA
25950,90655795,P04049,dev,-,0,3omvB
28762,90349043,P11362,train,-,1,1evtD
11746,71611483,Q8NER1,train,-,1,5is0E
42360,89476907,P13866,train,-,1,3dh4D
6472,2620992,Q9GZR1,train,-,0,3eayA
28841,90344083,P11362,train,-,1,1evtD
7150,44142108,Q9Y4P1,train,-,0,2d1iB
38073,10371551,P35610,train,-,1,3b6vB
11046,49790913,P55055,train,-,0,1upwA
31220,25168328,P49841,train,-,1,4iq6B
54359,25138295,P11712,test,unseen,0,5x23A
37753,16118539,Q13255,train,-,1,3ks9B
24891,302304,P27338,train,-,0,2c75B
31543,3241723,Q07820,train,-,0,2kbwA
6101,2780311,P18846,train,-,0,1dh3C
24141,71523264,P11309,train,-,1,4rpvA
36730,91826323,Q92793,train,-,0,5u7gB
30336,23647435,P31749,train,-,1,4ejnA
7089,118274501,O60563,train,-,1,3tniB
33072,91754537,P52333,train,-,1,3lxlA
41599,117934513,Q06187,train,-,1,4xi2A
36836,53353686,P21554,train,-,0,5u09A
28592,5328726,P11362,train,-,0,1evtD
26860,25115965,P04629,train,-,1,2ifgB
8128,653933,Q06609,train,-,0,5nwlN
417,1457597,P14598,train,-,0,1kq6A
9134,11451774,P35968,train,-,1,3v2aR
9934,5329156,P12931,train,-,1,2h8hA
51018,44392531,P04035,train,-,1,1hwlD
24912,11521279,P27338,train,-,0,2c75B
30450,71138320,P31749,train,-,1,4ejnA
14331,14857750,P22303,train,-,1,4bdtA
817,1642415,P14598,train,-,0,1kq6A
36805,24242928,P21554,train,-,0,5u09A
45937,44329031,Q14833,train,-,0,6bt5B
52883,59607835,Q495T6,train,-,1,5v48B
3453,16018967,Q9UBE0,test,seen,0,3kydA
28392,10087973,P21731,train,-,0,2ziyA
55630,72188234,P43405,dev,-,1,4fl2A
12246,738018,Q15788,train,-,0,5nwxA
35425,53374764,Q9Y233,train,-,1,4dffB
11238,91895791,Q86TI2,train,-,0,6eorD
6691,44386059,P04070,train,-,0,1autC
11571,121595864,Q8NER1,train,-,0,5is0E
16179,1053503,Q07817,train,-,0,1mazA
41853,59350351,P05121,train,-,0,1c5gA
46781,71273903,P05067,train,-,1,4pwqA
15740,16681845,P31941,train,-,0,2m65A
11915,3127522,P11940,train,-,0,1cvjH
57040,56646850,Q14164,test,unseen,1,4iwqA
57284,89967415,Q9Y5X9,dev,-,1,1n8sA
12073,10254246,P24557,train,-,1,5vcgA
33958,89536165,P28482,train,-,1,4qpaB
36317,54675482,Q9Y233,train,-,1,4dffB
25140,90644505,P05177,train,-,0,2hi4A
43173,58190555,P08581,train,-,1,2uzyD
32155,6918602,P25774,train,-,1,2c0yA
8199,2220468,Q06609,train,-,0,5nwlN
36314,71288659,Q9Y233,train,-,1,4dffB
14423,11385572,P22303,train,-,1,4bdtA
8206,718601,Q06609,train,-,0,5nwlN
4965,975396,P05186,train,-,0,4kjgB
40929,89712047,P21802,train,-,1,2psqB
51406,90655470,Q14397,train,-,1,4bbaA
14252,11776726,P22303,train,-,1,4bdtA
46991,86293964,P50750,train,-,1,4ec9A
51811,89610722,P49682,train,-,1,2lnlA
43217,90655784,P08581,train,-,1,2uzyD
6811,50906396,O60563,train,-,1,3tniB
16754,60155263,O14757,train,-,1,3tkiA
4037,58118878,P56817,train,-,1,6ej3A
13696,58300042,P11802,test,seen,1,3g33C
54542,91897710,P78536,dev,-,0,3g42D
8607,52918120,Q03181,train,-,1,3e00D
52135,72949908,P48048,train,-,1,3spjA
55932,66959924,P43405,test,unseen,1,4fl2A
48589,71078423,P31639,train,-,1,2xq2A
56572,25206064,P10635,test,unseen,0,5tfuD
45845,76284331,Q92769,train,-,1,4bkxB
36797,24982085,P21554,train,-,0,5u09A
40638,3106525,Q8IXJ6,train,-,0,5fyqB
55342,86766732,P43405,dev,-,1,4fl2A
7195,91898334,Q9Y4P1,train,-,0,2d1iB
17065,1926763,Q9Y6K1,test,seen,0,4u7pA
9660,11703835,P12931,train,-,0,2h8hA
35042,70852735,Q12809,train,-,0,5va2A
